ts_event,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,best_level_ofi,multi_level_ofi,integrated_ofi
2024-10-21 12:08:37.017706043+00:00,2024-10-21 12:08:37.017706043+00:00,10,2,38,A,A,4,234.09,27,130,166196,12158260,AAPL,0,1106,42.221036586221274
2024-10-21 12:08:37.017734583+00:00,2024-10-21 12:08:37.017734583+00:00,10,2,38,C,A,5,234.12,28,130,165850,12158261,AAPL,0,1079,38.427393888459704
2024-10-21 12:08:37.054120455+00:00,2024-10-21 12:08:37.054120455+00:00,10,2,38,A,A,3,234.04,200,130,166554,12158303,AAPL,0,200,-2.186045699934712
2024-10-21 12:08:37.140123992+00:00,2024-10-21 12:08:37.140123992+00:00,10,2,38,A,A,3,234.03,200,130,166342,12158500,AAPL,0,200,-2.186045699934712
2024-10-21 12:08:37.210561446+00:00,2024-10-21 12:08:37.210561446+00:00,10,2,38,C,B,0,233.78,200,130,165809,12158736,AAPL,-200,-2189,-266.96060764762944
2024-10-21 12:08:37.210572545+00:00,2024-10-21 12:08:37.210572545+00:00,10,2,38,A,B,0,233.76,200,130,166256,12158737,AAPL,200,2189,179.52079111023332
2024-10-21 12:08:37.269320274+00:00,2024-10-21 12:08:37.269320274+00:00,10,2,38,A,A,3,234.02,200,130,166733,12158910,AAPL,0,200,-2.186045699934712
2024-10-21 12:08:37.922862859+00:00,2024-10-21 12:08:37.922862859+00:00,10,2,38,C,A,4,234.09,27,130,166030,12159796,AAPL,0,1083,74.31201169221363
2024-10-21 12:08:37.922947266+00:00,2024-10-21 12:08:37.922947266+00:00,10,2,38,A,A,4,234.07,29,130,166149,12159797,AAPL,0,1085,74.5930222624182
2024-10-21 12:08:38.864074729+00:00,2024-10-21 12:08:38.864074729+00:00,10,2,38,A,A,0,233.93,100,130,165957,12160370,AAPL,100,1672,111.40884659328555
2024-10-21 12:08:38.864096354+00:00,2024-10-21 12:08:38.864096354+00:00,10,2,38,C,B,0,233.76,200,130,166815,12160371,AAPL,-200,-2189,-266.96060764762944
2024-10-21 12:08:38.864439490+00:00,2024-10-21 12:08:38.864439490+00:00,10,2,38,C,A,0,233.93,100,130,166007,12160377,AAPL,100,1672,111.40884659328555
2024-10-21 12:08:38.972450149+00:00,2024-10-21 12:08:38.972450149+00:00,10,2,38,A,B,0,233.74,200,130,166641,12160439,AAPL,200,2189,179.52079111023332
2024-10-21 12:08:38.985809168+00:00,2024-10-21 12:08:38.985809168+00:00,10,2,38,A,A,2,234.0,200,130,166558,12160448,AAPL,0,1485,137.56361943779552
2024-10-21 12:08:39.004863316+00:00,2024-10-21 12:08:39.004863316+00:00,10,2,38,C,A,2,234.0,200,130,166201,12160461,AAPL,0,-200,-65.15664287531204
2024-10-21 12:08:39.004876187+00:00,2024-10-21 12:08:39.004876187+00:00,10,2,38,A,A,3,234.02,200,130,166341,12160462,AAPL,0,1285,116.12688483118153
2024-10-21 12:08:39.005322111+00:00,2024-10-21 12:08:39.005322111+00:00,10,2,38,A,B,0,233.75,29,130,166112,12160463,AAPL,29,2108,308.2078144860627
2024-10-21 12:08:39.005350151+00:00,2024-10-21 12:08:39.005350151+00:00,10,2,38,C,B,2,233.72,28,130,165865,12160464,AAPL,0,-1879,-381.53078487413785
2024-10-21 12:08:39.007699591+00:00,2024-10-21 12:08:39.007699591+00:00,10,2,38,C,A,3,234.02,200,130,165978,12160465,AAPL,0,1285,116.12688483118153
2024-10-21 12:08:39.007712438+00:00,2024-10-21 12:08:39.007712438+00:00,10,2,38,A,A,3,234.06,400,130,166306,12160466,AAPL,0,1485,157.66074739994485
2024-10-21 12:08:39.069736562+00:00,2024-10-21 12:08:39.069736562+00:00,10,2,38,A,B,0,233.75,200,130,166358,12160501,AAPL,200,-1961,-272.19705494302656
2024-10-21 12:08:39.162773976+00:00,2024-10-21 12:08:39.162773976+00:00,10,2,38,A,B,0,233.76,200,130,166883,12160573,AAPL,200,2190,179.58901951225823
2024-10-21 12:08:41.638527966+00:00,2024-10-21 12:08:41.638527966+00:00,10,2,38,A,B,0,233.77,200,130,166273,12161762,AAPL,200,200,-40.470489342252456
2024-10-21 12:08:41.645312053+00:00,2024-10-21 12:08:41.645312053+00:00,10,2,38,A,B,1,233.76,28,130,166115,12161778,AAPL,0,1908,296.1085472664729
2024-10-21 12:08:41.701297052+00:00,2024-10-21 12:08:41.701297052+00:00,10,2,38,C,B,1,233.76,28,130,166027,12161796,AAPL,0,-1908,-383.548363803869
2024-10-21 12:08:41.701320255+00:00,2024-10-21 12:08:41.701320255+00:00,10,2,38,C,B,1,233.75,29,130,165997,12161797,AAPL,0,-1990,-263.77941712320876
2024-10-21 12:08:41.701391064+00:00,2024-10-21 12:08:41.701391064+00:00,10,2,38,A,B,1,233.76,30,130,166219,12161798,AAPL,0,1991,176.40782898783758
2024-10-21 12:08:44.045776235+00:00,2024-10-21 12:08:44.045776235+00:00,10,2,38,T,B,0,233.94,94,0,169164,12162738,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.045776717+00:00,2024-10-21 12:08:44.045776717+00:00,10,2,38,T,N,0,233.94,94,130,168682,12162739,AAPL,94,1777,178.6963096315641
2024-10-21 12:08:44.045799937+00:00,2024-10-21 12:08:44.045799937+00:00,10,2,38,A,B,0,233.86,100,130,168327,12162740,AAPL,100,2181,309.57572555101706
2024-10-21 12:08:44.045814276+00:00,2024-10-21 12:08:44.045814276+00:00,10,2,38,A,B,1,233.81,100,130,166946,12162742,AAPL,0,2171,216.51438850213503
2024-10-21 12:08:44.045826034+00:00,2024-10-21 12:08:44.045826034+00:00,10,2,38,C,B,0,233.86,100,130,166563,12162744,AAPL,-100,-100,-45.34461773192085
2024-10-21 12:08:44.045839714+00:00,2024-10-21 12:08:44.045839714+00:00,10,2,38,A,B,1,233.8,57,130,166176,12162746,AAPL,0,-100,-50.54274847119126
2024-10-21 12:08:44.046075488+00:00,2024-10-21 12:08:44.046075488+00:00,10,2,38,A,B,0,233.88,100,130,166359,12162751,AAPL,100,2175,226.63740944687888
2024-10-21 12:08:44.046577511+00:00,2024-10-21 12:08:44.046577511+00:00,10,2,38,C,B,0,233.88,100,130,165930,12162753,AAPL,-100,-2175,-314.077225984275
2024-10-21 12:08:44.062697315+00:00,2024-10-21 12:08:44.062697315+00:00,10,2,38,T,N,0,233.94,44,130,168946,12162795,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.062714891+00:00,2024-10-21 12:08:44.062714891+00:00,10,2,38,T,N,0,233.94,27,0,168318,12162796,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.062714891+00:00,2024-10-21 12:08:44.062714891+00:00,10,2,38,T,N,0,233.95,17,130,168318,12162797,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.070991133+00:00,2024-10-21 12:08:44.070991133+00:00,10,2,38,T,N,0,233.95,37,130,167096,12162801,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.071001755+00:00,2024-10-21 12:08:44.071001755+00:00,10,2,38,A,B,0,233.89,100,130,166068,12162802,AAPL,100,2175,226.63740944687888
2024-10-21 12:08:44.071247115+00:00,2024-10-21 12:08:44.071247115+00:00,10,2,38,C,B,0,233.89,100,130,166009,12162803,AAPL,-100,-2175,-314.077225984275
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,T,N,0,233.95,46,0,171449,12162804,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,T,N,0,233.96,10,0,171449,12162805,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,T,B,0,233.98,4,0,171449,12162806,AAPL,0,0,-43.71990826869805
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,T,B,0,233.98,9,0,171449,12162807,AAPL,-4,-4,-43.784896647226965
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,T,B,0,233.98,31,130,171449,12162808,AAPL,-9,-9,-43.8661321203881
2024-10-21 12:08:44.078717275+00:00,2024-10-21 12:08:44.078717275+00:00,10,2,38,C,A,0,233.98,31,130,171449,12162808,AAPL,31,1733,125.510111646603
2024-10-21 12:08:44.078746374+00:00,2024-10-21 12:08:44.078746374+00:00,10,2,38,A,B,0,233.92,100,130,166981,12162809,AAPL,100,2175,226.63740944687888
2024-10-21 12:08:44.078758339+00:00,2024-10-21 12:08:44.078758339+00:00,10,2,38,A,B,1,233.91,57,130,166406,12162811,AAPL,0,2207,140.4644177292076
2024-10-21 12:08:44.078760028+00:00,2024-10-21 12:08:44.078760028+00:00,10,2,38,A,B,2,233.88,100,130,166086,12162812,AAPL,0,100,-33.00154096539105
2024-10-21 12:08:44.078772524+00:00,2024-10-21 12:08:44.078772524+00:00,10,2,38,A,B,0,233.87,57,130,166197,12162814,AAPL,-100,-357,-70.67037125395598
2024-10-21 12:08:44.078783923+00:00,2024-10-21 12:08:44.078783923+00:00,10,2,38,C,B,1,233.88,100,130,166089,12162816,AAPL,0,-2307,-233.051997815747
2024-10-21 12:08:44.115212449+00:00,2024-10-21 12:08:44.115212449+00:00,10,2,38,C,A,2,234.07,29,130,166087,12162846,AAPL,0,1149,113.36549436441851
2024-10-21 12:08:44.115267046+00:00,2024-10-21 12:08:44.115267046+00:00,10,2,38,A,A,2,234.13,29,130,166411,12162847,AAPL,0,29,-40.61158175073902
2024-10-21 12:08:44.149196088+00:00,2024-10-21 12:08:44.149196088+00:00,10,2,38,C,B,3,233.8,57,130,165944,12162860,AAPL,0,-2003,-247.79522609181035
2024-10-21 12:08:44.179409160+00:00,2024-10-21 12:08:44.179409160+00:00,10,2,38,C,B,1,233.87,57,130,166206,12162872,AAPL,0,-2075,-312.4525165210522
2024-10-21 12:08:44.303766562+00:00,2024-10-21 12:08:44.303766562+00:00,10,2,38,C,B,1,233.85,57,130,166328,12162939,AAPL,0,-2128,-301.0203837524591
2024-10-21 12:08:44.333763421+00:00,2024-10-21 12:08:44.333763421+00:00,10,2,38,C,B,0,233.91,57,130,166052,12162944,AAPL,-57,-2138,-396.31691701922733
2024-10-21 12:08:45.554994588+00:00,2024-10-21 12:08:45.554994588+00:00,10,2,38,A,A,6,234.43,100,130,166194,12163887,AAPL,0,100,-34.11759800017271
2024-10-21 12:08:46.626940215+00:00,2024-10-21 12:08:46.626940215+00:00,10,2,38,A,B,0,233.9,1,130,166578,12164437,AAPL,1,2082,307.9672631824265
2024-10-21 12:08:56.736391728+00:00,2024-10-21 12:08:56.736391728+00:00,10,2,38,C,B,0,233.9,1,130,165925,12171166,AAPL,-1,-2082,-395.4070797198226
2024-10-21 12:09:01.138241817+00:00,2024-10-21 12:09:01.138241817+00:00,10,2,38,C,B,0,233.77,200,130,166201,12174514,AAPL,-200,-2191,-267.09706445167933
2024-10-21 12:09:01.138255251+00:00,2024-10-21 12:09:01.138255251+00:00,10,2,38,A,B,1,233.73,200,130,166047,12174515,AAPL,0,2161,188.00665733207603
2024-10-21 12:09:01.157397025+00:00,2024-10-21 12:09:01.157397025+00:00,10,2,38,A,B,2,233.7,30,130,166237,12174545,AAPL,0,30,-40.50439807770595
2024-10-21 12:09:01.157426276+00:00,2024-10-21 12:09:01.157426276+00:00,10,2,38,C,B,0,233.76,30,130,165853,12174546,AAPL,-30,-2221,-279.1493968994311
2024-10-21 12:09:02.549437699+00:00,2024-10-21 12:09:02.549437699+00:00,10,2,38,A,A,1,234.05,400,130,166374,12175916,AAPL,0,400,-16.428547458725237
2024-10-21 12:09:02.576510264+00:00,2024-10-21 12:09:02.576510264+00:00,10,2,38,C,A,2,234.13,29,130,166110,12176238,AAPL,0,-29,-46.828234786657084
2024-10-21 12:09:02.576563332+00:00,2024-10-21 12:09:02.576563332+00:00,10,2,38,A,A,2,234.12,29,130,166219,12176242,AAPL,0,1249,120.70522711843391
2024-10-21 12:09:04.138843955+00:00,2024-10-21 12:09:04.138843955+00:00,10,2,38,C,B,1,233.7,30,130,166076,12177517,AAPL,0,-30,-45.766760329446015
2024-10-21 12:09:04.138894379+00:00,2024-10-21 12:09:04.138894379+00:00,10,2,38,A,B,0,233.75,30,130,166310,12177518,AAPL,30,2191,188.49407017104286
2024-10-21 12:09:04.194606283+00:00,2024-10-21 12:09:04.194606283+00:00,10,2,38,A,B,0,233.81,200,130,166589,12177532,AAPL,200,230,-38.4236372815045
2024-10-21 12:09:06.506604143+00:00,2024-10-21 12:09:06.506604143+00:00,10,2,38,C,B,1,233.75,30,130,166150,12179760,AAPL,0,-1991,-263.8476455252337
2024-10-21 12:09:06.565023952+00:00,2024-10-21 12:09:06.565023952+00:00,10,2,38,A,B,1,233.76,30,130,166289,12179817,AAPL,0,1991,176.40782898783758
2024-10-21 12:09:06.773392628+00:00,2024-10-21 12:09:06.773392628+00:00,10,2,38,A,B,0,233.82,200,130,166415,12180059,AAPL,200,200,-40.470489342252456
2024-10-21 12:09:10.542530771+00:00,2024-10-21 12:09:10.542530771+00:00,10,2,38,A,B,0,233.9,10,130,166409,12183116,AAPL,10,2091,308.11348703411653
2024-10-21 12:09:12.689157352+00:00,2024-10-21 12:09:12.689157352+00:00,10,2,38,C,A,1,234.05,400,130,166174,12184428,AAPL,0,1649,147.99658792840668
2024-10-21 12:09:12.689170703+00:00,2024-10-21 12:09:12.689170703+00:00,10,2,38,A,A,1,234.06,200,130,166749,12184429,AAPL,0,1449,134.35090752342032
2024-10-21 12:09:12.782576498+00:00,2024-10-21 12:09:12.782576498+00:00,10,2,38,A,A,1,234.06,200,130,166182,12184538,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:13.223494596+00:00,2024-10-21 12:09:13.223494596+00:00,10,2,38,A,B,1,233.83,200,130,166305,12185116,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:13.230924474+00:00,2024-10-21 12:09:13.230924474+00:00,10,2,38,C,B,2,233.76,30,130,166090,12185219,AAPL,0,-1881,-381.745152220204
2024-10-21 12:09:13.230979969+00:00,2024-10-21 12:09:13.230979969+00:00,10,2,38,A,B,2,233.77,27,130,165938,12185224,AAPL,0,1878,293.98378466370866
2024-10-21 12:09:13.352263576+00:00,2024-10-21 12:09:13.352263576+00:00,10,2,38,C,A,2,234.12,29,130,166446,12185591,AAPL,0,1249,120.70522711843391
2024-10-21 12:09:13.352324097+00:00,2024-10-21 12:09:13.352324097+00:00,10,2,38,A,A,3,234.14,28,130,166432,12185592,AAPL,0,848,40.343916222575054
2024-10-21 12:09:14.174258870+00:00,2024-10-21 12:09:14.174258870+00:00,10,2,38,C,A,1,234.06,200,130,166502,12186227,AAPL,0,-200,-57.36558867368446
2024-10-21 12:09:14.174269739+00:00,2024-10-21 12:09:14.174269739+00:00,10,2,38,C,A,1,234.06,200,130,166459,12186228,AAPL,0,1448,96.86306584078947
2024-10-21 12:09:14.199409178+00:00,2024-10-21 12:09:14.199409178+00:00,10,2,38,A,A,1,234.07,200,130,166221,12186266,AAPL,0,1448,96.86306584078947
2024-10-21 12:09:15.368368108+00:00,2024-10-21 12:09:15.368368108+00:00,10,2,38,C,B,1,233.83,200,130,166881,12187413,AAPL,0,-2078,-395.0692816060912
2024-10-21 12:09:15.368381335+00:00,2024-10-21 12:09:15.368381335+00:00,10,2,38,A,B,2,233.74,400,130,166323,12187414,AAPL,0,2251,333.9632947050437
2024-10-21 12:09:15.368882161+00:00,2024-10-21 12:09:15.368882161+00:00,10,2,38,C,B,1,233.77,27,130,166173,12187416,AAPL,0,-2278,-423.24527809711304
2024-10-21 12:09:15.368983400+00:00,2024-10-21 12:09:15.368983400+00:00,10,2,38,A,B,2,233.72,28,130,166572,12187417,AAPL,0,1879,294.0909683367417
2024-10-21 12:09:15.972801291+00:00,2024-10-21 12:09:15.972801291+00:00,10,2,38,T,N,0,233.98,30,130,166958,12187912,AAPL,0,0,-43.71990826869805
2024-10-21 12:09:16.178054946+00:00,2024-10-21 12:09:16.178054946+00:00,10,2,38,T,N,0,233.98,50,130,167426,12188119,AAPL,0,0,-43.71990826869805
2024-10-21 12:09:17.673639410+00:00,2024-10-21 12:09:17.673639410+00:00,10,2,38,T,N,0,233.98,3,130,167866,12189121,AAPL,0,0,-43.71990826869805
2024-10-21 12:09:18.369344833+00:00,2024-10-21 12:09:18.369344833+00:00,10,2,38,A,B,1,233.77,26,130,166531,12189523,AAPL,0,2295,232.4868827332164
2024-10-21 12:09:18.369370009+00:00,2024-10-21 12:09:18.369370009+00:00,10,2,38,C,B,3,233.72,28,130,166151,12189524,AAPL,0,-1869,-275.27929160473633
2024-10-21 12:09:18.424025933+00:00,2024-10-21 12:09:18.424025933+00:00,10,2,38,A,B,1,233.83,200,130,166256,12189542,AAPL,0,226,-27.287452364851827
2024-10-21 12:09:26.336360989+00:00,2024-10-21 12:09:26.336360989+00:00,10,2,38,C,B,1,233.83,200,130,166251,12194498,AAPL,0,-2077,-394.9620979330581
2024-10-21 12:09:26.336373029+00:00,2024-10-21 12:09:26.336373029+00:00,10,2,38,A,B,1,233.81,200,130,166316,12194499,AAPL,0,2077,307.522281395662
2024-10-21 12:09:26.336385729+00:00,2024-10-21 12:09:26.336385729+00:00,10,2,38,A,A,1,234.07,200,130,165972,12194500,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:26.401883038+00:00,2024-10-21 12:09:26.401883038+00:00,10,2,38,A,B,1,233.82,200,130,166697,12194620,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:30.048768796+00:00,2024-10-21 12:09:30.048768796+00:00,10,2,38,C,A,1,234.07,200,130,166017,12197231,AAPL,0,-200,-57.36558867368446
2024-10-21 12:09:30.048780765+00:00,2024-10-21 12:09:30.048780765+00:00,10,2,38,A,A,1,234.06,200,130,166189,12197232,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:30.065483395+00:00,2024-10-21 12:09:30.065483395+00:00,10,2,38,C,A,3,234.14,28,130,166046,12197308,AAPL,0,848,40.343916222575054
2024-10-21 12:09:30.066245031+00:00,2024-10-21 12:09:30.066245031+00:00,10,2,38,A,A,2,234.13,30,130,166654,12197309,AAPL,0,30,-40.50439807770595
2024-10-21 12:09:32.077963808+00:00,2024-10-21 12:09:32.077963808+00:00,10,2,38,A,B,0,233.9,1,130,166473,12199244,AAPL,1,1,-43.70366117406583
2024-10-21 12:09:37.644355301+00:00,2024-10-21 12:09:37.644355301+00:00,10,2,38,A,B,1,233.83,200,130,166508,12202648,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:38.208139554+00:00,2024-10-21 12:09:38.208139554+00:00,10,2,38,A,B,0,233.97,2,130,166153,12203420,AAPL,2,2080,209.64387765980527
2024-10-21 12:09:42.372615871+00:00,2024-10-21 12:09:42.372615871+00:00,10,2,38,C,A,1,234.06,200,130,165853,12205636,AAPL,0,3450,242.60002355232584
2024-10-21 12:09:42.372627823+00:00,2024-10-21 12:09:42.372627823+00:00,10,2,38,A,A,1,234.07,200,130,166058,12205637,AAPL,0,3450,242.60002355232584
2024-10-21 12:09:43.901315169+00:00,2024-10-21 12:09:43.901315169+00:00,10,2,38,A,B,1,233.95,10,130,166720,12207173,AAPL,0,1978,216.3134949885539
2024-10-21 12:09:45.133407519+00:00,2024-10-21 12:09:45.133407519+00:00,10,2,38,T,N,0,233.98,17,130,168039,12207963,AAPL,0,0,-43.71990826869805
2024-10-21 12:09:45.628579880+00:00,2024-10-21 12:09:45.628579880+00:00,10,2,38,A,B,9,233.5,100,130,166176,12208190,AAPL,0,100,-37.84377959316824
2024-10-21 12:09:48.089350946+00:00,2024-10-21 12:09:48.089350946+00:00,10,2,38,A,A,1,234.07,200,130,166594,12210108,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:48.587030358+00:00,2024-10-21 12:09:48.587030358+00:00,10,2,38,C,A,1,234.07,200,130,165904,12210833,AAPL,0,-200,-57.36558867368446
2024-10-21 12:09:48.587043020+00:00,2024-10-21 12:09:48.587043020+00:00,10,2,38,A,A,1,234.06,200,130,166848,12210834,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:49.792724444+00:00,2024-10-21 12:09:49.792724444+00:00,10,2,38,A,A,1,234.06,200,130,166489,12211836,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:53.122453611+00:00,2024-10-21 12:09:53.122453611+00:00,10,2,38,C,B,0,233.97,2,130,166112,12214081,AAPL,-2,-2065,-308.78051508941485
2024-10-21 12:09:53.247009420+00:00,2024-10-21 12:09:53.247009420+00:00,10,2,38,A,B,3,233.81,30,130,166189,12214171,AAPL,0,1872,184.14311675569235
2024-10-21 12:09:53.247043259+00:00,2024-10-21 12:09:53.247043259+00:00,10,2,38,C,B,4,233.77,26,130,165920,12214172,AAPL,0,-1842,-265.352853907774
2024-10-21 12:09:53.299918437+00:00,2024-10-21 12:09:53.299918437+00:00,10,2,38,A,B,2,233.86,200,130,166461,12214205,AAPL,0,200,-22.28317366208405
2024-10-21 12:09:54.363979828+00:00,2024-10-21 12:09:54.363979828+00:00,10,2,38,C,A,1,234.06,200,130,166316,12214797,AAPL,0,-200,-57.36558867368446
2024-10-21 12:09:54.363990119+00:00,2024-10-21 12:09:54.363990119+00:00,10,2,38,C,A,1,234.06,200,130,166872,12214798,AAPL,0,3450,242.60002355232584
2024-10-21 12:09:54.402345010+00:00,2024-10-21 12:09:54.402345010+00:00,10,2,38,A,A,1,234.06,200,130,166693,12214808,AAPL,0,3450,242.60002355232584
2024-10-21 12:09:57.392602293+00:00,2024-10-21 12:09:57.392602293+00:00,10,2,38,A,A,1,234.05,200,130,166348,12217320,AAPL,0,200,-30.074227863711645
2024-10-21 12:09:57.432954262+00:00,2024-10-21 12:09:57.432954262+00:00,10,2,38,C,A,2,234.13,30,130,165878,12217490,AAPL,0,-30,-46.935418459690155
2024-10-21 12:09:57.433015324+00:00,2024-10-21 12:09:57.433015324+00:00,10,2,38,A,A,2,234.12,27,130,166216,12217491,AAPL,0,1247,120.49085977236773
2024-10-21 12:10:00.023818184+00:00,2024-10-21 12:10:00.023818184+00:00,10,2,38,T,N,0,233.98,2,130,167802,12219639,AAPL,0,0,-43.71990826869805
2024-10-21 12:10:01.648302231+00:00,2024-10-21 12:10:01.648302231+00:00,10,2,38,C,B,2,233.86,200,130,166001,12221707,AAPL,0,-2061,-298.93757205379444
2024-10-21 12:10:01.648314395+00:00,2024-10-21 12:10:01.648314395+00:00,10,2,38,A,B,2,233.84,200,130,166174,12221708,AAPL,0,2061,211.49775551639834
2024-10-21 12:10:01.702573654+00:00,2024-10-21 12:10:01.702573654+00:00,10,2,38,A,A,1,234.04,200,130,166401,12221881,AAPL,0,200,-30.074227863711645
2024-10-21 12:10:01.719020950+00:00,2024-10-21 12:10:01.719020950+00:00,10,2,38,C,A,1,234.04,200,130,165987,12221965,AAPL,0,1447,134.1365401773542
2024-10-21 12:10:01.719033080+00:00,2024-10-21 12:10:01.719033080+00:00,10,2,38,A,A,1,234.09,200,130,166306,12221966,AAPL,0,1447,134.1365401773542
2024-10-21 12:10:01.724626959+00:00,2024-10-21 12:10:01.724626959+00:00,10,2,38,A,A,2,234.11,29,130,167291,12222034,AAPL,0,1275,83.01118407845462
2024-10-21 12:10:01.726066241+00:00,2024-10-21 12:10:01.726066241+00:00,10,2,38,A,B,2,233.84,200,128,167273,12222037,AAPL,0,200,-22.28317366208405
2024-10-21 12:10:01.751841665+00:00,2024-10-21 12:10:01.751841665+00:00,10,2,38,C,A,2,234.11,29,130,166043,12222181,AAPL,0,1275,83.01118407845462
2024-10-21 12:10:01.781661443+00:00,2024-10-21 12:10:01.781661443+00:00,10,2,38,C,B,2,233.84,200,130,166018,12222265,AAPL,0,-200,-65.15664287531204
2024-10-21 12:10:01.781673802+00:00,2024-10-21 12:10:01.781673802+00:00,10,2,38,A,B,2,233.87,400,130,166511,12222266,AAPL,0,400,-0.84643905547005
2024-10-21 12:10:01.842775879+00:00,2024-10-21 12:10:01.842775879+00:00,10,2,38,C,A,2,234.12,27,130,166389,12222352,AAPL,0,1247,120.49085977236773
2024-10-21 12:10:02.294097461+00:00,2024-10-21 12:10:02.294097461+00:00,10,2,38,A,A,3,234.16,27,130,166503,12222991,AAPL,0,847,40.136246909731234
2024-10-21 12:10:03.086137168+00:00,2024-10-21 12:10:03.086137168+00:00,10,2,38,T,N,0,233.99,9,130,167914,12223722,AAPL,0,0,-43.71990826869805
2024-10-21 12:10:03.188596704+00:00,2024-10-21 12:10:03.188596704+00:00,10,2,38,C,B,2,233.87,400,130,165897,12223900,AAPL,0,-2261,-320.3743066604085
2024-10-21 12:10:03.188608784+00:00,2024-10-21 12:10:03.188608784+00:00,10,2,38,A,B,2,233.86,400,130,166417,12223901,AAPL,0,2261,232.93449012301232
2024-10-21 12:10:03.188621108+00:00,2024-10-21 12:10:03.188621108+00:00,10,2,38,A,A,1,234.09,200,130,166266,12223902,AAPL,0,200,-30.074227863711645
2024-10-21 12:10:03.197531287+00:00,2024-10-21 12:10:03.197531287+00:00,10,2,38,A,B,4,233.79,26,130,166375,12224056,AAPL,0,1842,177.91303737037782
2024-10-21 12:10:03.247731199+00:00,2024-10-21 12:10:03.247731199+00:00,10,2,38,C,A,1,234.09,200,130,166044,12224474,AAPL,0,-200,-57.36558867368446
2024-10-21 12:10:03.247744906+00:00,2024-10-21 12:10:03.247744906+00:00,10,2,38,A,A,1,234.08,400,130,166539,12224475,AAPL,0,400,-16.428547458725237
2024-10-21 12:10:03.255005064+00:00,2024-10-21 12:10:03.255005064+00:00,10,2,38,C,B,3,233.81,30,130,166106,12224539,AAPL,0,-1872,-271.58293329308844
2024-10-21 12:10:03.257914828+00:00,2024-10-21 12:10:03.257914828+00:00,10,2,38,C,A,3,234.16,27,130,166206,12224582,AAPL,0,847,40.136246909731234
2024-10-21 12:10:03.459955473+00:00,2024-10-21 12:10:03.459955473+00:00,10,2,38,C,A,1,234.08,400,130,166160,12225012,AAPL,0,3620,253.03019376632008
2024-10-21 12:10:03.459967128+00:00,2024-10-21 12:10:03.459967128+00:00,10,2,38,A,A,1,234.1,400,130,166156,12225013,AAPL,0,3620,253.03019376632008
2024-10-21 12:10:03.514882942+00:00,2024-10-21 12:10:03.514882942+00:00,10,2,38,A,B,2,233.87,400,130,166608,12225080,AAPL,0,400,-0.84643905547005
2024-10-21 12:10:12.927978411+00:00,2024-10-21 12:10:12.927978411+00:00,10,2,38,C,B,3,233.79,26,130,166045,12232536,AAPL,0,-1857,-276.6701601958052
2024-10-21 12:10:12.928036467+00:00,2024-10-21 12:10:12.928036467+00:00,10,2,38,A,B,3,233.8,29,130,166277,12232537,AAPL,0,1860,189.85335159694048
2024-10-21 12:10:12.928066550+00:00,2024-10-21 12:10:12.928066550+00:00,10,2,38,A,A,3,234.16,28,130,166941,12232538,AAPL,0,848,40.343916222575054
2024-10-21 12:10:13.161741583+00:00,2024-10-21 12:10:13.161741583+00:00,10,2,38,C,B,2,233.87,400,130,166149,12232708,AAPL,0,-2260,-320.16663734756463
2024-10-21 12:10:13.161754596+00:00,2024-10-21 12:10:13.161754596+00:00,10,2,38,A,B,2,233.84,200,130,166224,12232709,AAPL,0,2060,211.2900862035545
2024-10-21 12:10:17.086432603+00:00,2024-10-21 12:10:17.086432603+00:00,10,2,38,T,N,0,233.99,2,130,167523,12235454,AAPL,0,0,-43.71990826869805
2024-10-21 12:10:20.742267983+00:00,2024-10-21 12:10:20.742267983+00:00,10,2,38,A,B,0,233.96,20,130,166365,12237424,AAPL,20,2086,222.0546621107057
2024-10-21 12:10:22.088936277+00:00,2024-10-21 12:10:22.088936277+00:00,10,2,38,T,N,0,233.99,5,130,167527,12238033,AAPL,0,0,-43.71990826869805
